BIO,review,cause,cause_ type,cause_tokenized,review_tokenized,review_tokenized_bert,cause_tokenized_bert,tagged_review_bert,emotion_keywords,emotion_ category,emotion_text,emotion
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']",ضعيف . الهواتف لاتعمل لا احد يرد عليك الا بعد جهد كبير .. ؟ لا يوجد مغسلة ملابس على مدار الساعة يتأخرووون كثيرا في الرد وجود حشرات في الغرف والحمامات الخدمة مقابل السعر تساوي صفر,الهواتف لاتعمل لا احد يرد عليك الا بعد جهد كبير .. ؟ لا يوجد مغسلة ملابس على مدار الساعة يتأخرووون كثيرا في الرد وجود حشرات في الغرف والحمامات الخدمة,جملة اسمية / جملة فعلية  / جملة فعلية  /  جملة اسمية   /  جملة اسمية (مبتدأ ),"['الهواتف', 'لاتعمل', 'لا', 'احد', 'يرد', 'عليك', 'الا', 'بعد', 'جهد', 'كبير', '..', '؟', 'لا', 'يوجد', 'مغسلة', 'ملابس', 'على', 'مدار', 'الساعة', 'يتأخرووون', 'كثيرا', 'في', 'الرد', 'وجود', 'حشرات', 'في', 'الغرف', 'والحمامات', 'الخدمة']","['ضعيف', '.', 'الهواتف', 'لاتعمل', 'لا', 'احد', 'يرد', 'عليك', 'الا', 'بعد', 'جهد', 'كبير', '..', '؟', 'لا', 'يوجد', 'مغسلة', 'ملابس', 'على', 'مدار', 'الساعة', 'يتأخرووون', 'كثيرا', 'في', 'الرد', 'وجود', 'حشرات', 'في', 'الغرف', 'والحمامات', 'الخدمة', 'مقابل', 'السعر', 'تساوي', 'صفر']","['ضعيف', '.', 'الهواتف', 'لات', '##عمل', 'لا', 'احد', 'يرد', 'عليك', 'الا', 'بعد', 'جهد', 'كبير', '.', '.', '؟', 'لا', 'يوجد', 'مغ', '##سلة', 'ملابس', 'على', 'مدار', 'الساعة', 'يت', '##اخر', '##ووو', '##ن', 'كثيرا', 'في', 'الرد', 'وجود', 'حشرات', 'في', 'الغرف', 'والحم', '##امات', 'الخدمة', 'مقابل', 'السعر', 'تساوي', 'صفر']","['الهواتف', 'لات', '##عمل', 'لا', 'احد', 'يرد', 'عليك', 'الا', 'بعد', 'جهد', 'كبير', '.', '.', '؟', 'لا', 'يوجد', 'مغ', '##سلة', 'ملابس', 'على', 'مدار', 'الساعة', 'يت', '##اخر', '##ووو', '##ن', 'كثيرا', 'في', 'الرد', 'وجود', 'حشرات', 'في', 'الغرف', 'والحم', '##امات', 'الخدمة']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']","['ضعيف ,fear']",2,fear,fear
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I']",ضعيف . بركه السباحه ومرافق الفندق . طاقم العمل,بركه السباحه ومرافق الفندق . طاقم العمل,جملة اسمية ( مبتدأ و مضاف اليه )   /  جملة اسمية (معطوفة) / جملة اسمية ( مبتدأ و مضاف اليه ),"['بركه', 'السباحه', 'ومرافق', 'الفندق', '.', 'طاقم', 'العمل']","['ضعيف', '.', 'بركه', 'السباحه', 'ومرافق', 'الفندق', '.', 'طاقم', 'العمل']","['ضعيف', '.', 'برك', '##ه', 'السبا', '##حه', 'ومرا', '##فق', 'الفندق', '.', 'طاقم', 'العمل']","['برك', '##ه', 'السبا', '##حه', 'ومرا', '##فق', 'الفندق', '.', 'طاقم', 'العمل']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",2,fear,fear
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",ضعيف . الموقع . تعامل خدمات الغرف وندرة المصاعد مما يسبب زحمة والتكيف في المصاعد والمررات لا يعمل وقلة النظافة,الموقع . تعامل خدمات الغرف وندرة المصاعد مما يسبب زحمة والتكيف في المصاعد والمررات لا يعمل وقلة النظافة,جملة اسمية (مبتدأ ) / جملة اسمية / جملة فعلية /  جملة اسمية   /  جملة اسمية  (معطوفة ),"['الموقع', '.', 'تعامل', 'خدمات', 'الغرف', 'وندرة', 'المصاعد', 'مما', 'يسبب', 'زحمة', 'والتكيف', 'في', 'المصاعد', 'والمررات', 'لا', 'يعمل', 'وقلة', 'النظافة']","['ضعيف', '.', 'الموقع', '.', 'تعامل', 'خدمات', 'الغرف', 'وندرة', 'المصاعد', 'مما', 'يسبب', 'زحمة', 'والتكيف', 'في', 'المصاعد', 'والمررات', 'لا', 'يعمل', 'وقلة', 'النظافة']","['ضعيف', '.', 'الموقع', '.', 'تعامل', 'خدمات', 'الغرف', 'وند', '##رة', 'المص', '##اعد', 'مما', 'يسبب', 'زحمة', 'والتك', '##يف', 'في', 'المص', '##اعد', 'والمر', '##رات', 'لا', 'يعمل', 'وقلة', 'النظافة']","['الموقع', '.', 'تعامل', 'خدمات', 'الغرف', 'وند', '##رة', 'المص', '##اعد', 'مما', 'يسبب', 'زحمة', 'والتك', '##يف', 'في', 'المص', '##اعد', 'والمر', '##رات', 'لا', 'يعمل', 'وقلة', 'النظافة']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",2,fear,fear
"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']",ضعيف جدا . الفندق سئ للغايه ضعيف من نظافة واستقبال وغرف والرائحة الدخان والنت ضعيف لاانصح به احد . الفندق سيئ للغاية لا نظافة والحشرات في كل مكان,ضعيف من نظافة واستقبال وغرف والرائحة الدخان والنت ضعيف لا نظافة والحشرات في كل مكان,جملة اسمية  / جملة اسمية  / جملة اسمية  / جملة اسمية ,"['ضعيف', 'من', 'نظافة', 'واستقبال', 'وغرف', 'والرائحة', 'الدخان', 'والنت', 'ضعيف','لا', 'نظافة', 'والحشرات', 'في', 'كل', 'مكان']","['ضعيف', 'جدا', '.', 'الفندق', 'سئ', 'للغايه', 'ضعيف', 'من', 'نظافة', 'واستقبال', 'وغرف', 'والرائحة', 'الدخان', 'والنت', 'ضعيف', 'لاانصح', 'به', 'احد', '.', 'الفندق', 'سيئ', 'للغاية', 'لا', 'نظافة', 'والحشرات', 'في', 'كل', 'مكان']","['ضعيف', 'جدا', '.', 'الفندق', 'سي', 'للغ', '##ايه', 'ضعيف', 'من', 'نظافة', 'واست', '##قبال', 'وغ', '##رف', 'والراي', '##حة', 'الدخان', 'والن', '##ت', 'ضعيف', 'لا', '##ان', '##صح', 'به', 'احد', '.', 'الفندق', 'سي', '##ي', 'للغاية', 'لا', 'نظافة', 'والح', '##شرات', 'في', 'كل', 'مكان']","['ضعيف', 'من', 'نظافة', 'واست', '##قبال', 'وغ', '##رف', 'والراي', '##حة', 'الدخان', 'والن', '##ت', 'ضعيف', 'لا', 'نظافة', 'والح', '##شرات', 'في', 'كل', 'مكان']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear', 'ضعيف ,fear', 'ضعيف ,fear', 'سيئ ,anger']",2,fear,fear
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",ضعيف جدا . النظافة . صعوبة عند الدخول . سعر غالي جدا توقعت الخدمة بتكون عالية,النظافة . صعوبة عند الدخول . سعر غالي جدا توقعت الخدمة بتكون عالية,جملة اسمية (مبتدأ )  /  جملة اسمية  / جملة اسمية  / جملة فعلية ,"['النظافة', '.', 'صعوبة', 'عند', 'الدخول', '.', 'سعر', 'غالي', 'جدا', 'توقعت', 'الخدمة', 'بتكون', 'عالية']","['ضعيف', 'جدا', '.', 'النظافة', '.', 'صعوبة', 'عند', 'الدخول', '.', 'سعر', 'غالي', 'جدا', 'توقعت', 'الخدمة', 'بتكون', 'عالية']","['ضعيف', 'جدا', '.', 'النظافة', '.', 'صعوبة', 'عند', 'الدخول', '.', 'سعر', 'غالي', 'جدا', 'توقعت', 'الخدمة', 'بتك', '##ون', 'عالية']","['النظافة', '.', 'صعوبة', 'عند', 'الدخول', '.', 'سعر', 'غالي', 'جدا', 'توقعت', 'الخدمة', 'بتك', '##ون', 'عالية']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear', 'صعوبة ,fear']",2,fear,fear
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",ضعيف . . النظافه جدا سيئه بالغرف ولا يوجد مكملات للغرفه مثل السليبرز او حتى مناديل او حتى بطانيات والغلايه لاتعمل,النظافه جدا سيئه بالغرف ولا يوجد مكملات للغرفه مثل السليبرز او حتى مناديل او حتى بطانيات والغلايه لاتعمل,جملة اسمية  / جملة اسمية  / جملة اسمية,"['النظافه', 'جدا', 'سيئه', 'بالغرف', 'ولا', 'يوجد', 'مكملات', 'للغرفه', 'مثل', 'السليبرز', 'او', 'حتى', 'مناديل', 'او', 'حتى', 'بطانيات', 'والغلايه', 'لاتعمل']","['ضعيف', '.', '.', 'النظافه', 'جدا', 'سيئه', 'بالغرف', 'ولا', 'يوجد', 'مكملات', 'للغرفه', 'مثل', 'السليبرز', 'او', 'حتى', 'مناديل', 'او', 'حتى', 'بطانيات', 'والغلايه', 'لاتعمل']","['ضعيف', '.', '.', 'النظ', '##افه', 'جدا', 'سي', '##يه', 'بالغ', '##رف', 'ولا', 'يوجد', 'مك', '##ملات', 'للغ', '##رفه', 'مثل', 'السل', '##يب', '##رز', 'او', 'حتى', 'منا', '##ديل', 'او', 'حتى', 'بط', '##انيات', 'والغ', '##لاي', '##ه', 'لات', '##عمل']","['النظ', '##افه', 'جدا', 'سي', '##يه', 'بالغ', '##رف', 'ولا', 'يوجد', 'مك', '##ملات', 'للغ', '##رفه', 'مثل', 'السل', '##يب', '##رز', 'او', 'حتى', 'منا', '##ديل', 'او', 'حتى', 'بط', '##انيات', 'والغ', '##لاي', '##ه', 'لات', '##عمل']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",0,anger,anger
"['O', 'O', 'B', 'I', 'I', 'I', 'I']",ضعيف . الموقع . عدم النظافة والمواقف,الموقع . عدم النظافة والمواقف,جملة اسمية (مبتدأ )  /  جملة اسمية ,"['الموقع', '.', 'عدم', 'النظافة', 'والمواقف']","['ضعيف', '.', 'الموقع', '.', 'عدم', 'النظافة', 'والمواقف']","['ضعيف', '.', 'الموقع', '.', 'عدم', 'النظافة', 'والموا', '##قف']","['الموقع', '.', 'عدم', 'النظافة', 'والموا', '##قف']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",4,sadness,sadness
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",ضعيف جدا . فرش الغرف ونظافتها لايرتقي للمطلوب والخدمه . الغرفه اعطيت غير المحجوزه,فرش الغرف ونظافتها لايرتقي للمطلوب والخدمه . الغرفه التي اعطيت لي غير المحجوزه,جملة اسمية  / جملة اسمية,"['فرش', 'الغرف', 'ونظافتها', 'لايرتقي', 'للمطلوب', 'والخدمه', '.', 'الغرفه', 'التي', 'اعطيت', 'لي', 'غير', 'المحجوزه']","['ضعيف', 'جدا', '.', 'فرش', 'الغرف', 'ونظافتها', 'لايرتقي', 'للمطلوب', 'والخدمه', '.', 'الغرفه', 'اعطيت', 'غير', 'المحجوزه']","['ضعيف', 'جدا', '.', 'فرش', 'الغرف', 'ونظ', '##افت', '##ها', 'لاي', '##رت', '##قي', 'للمط', '##لوب', 'والخ', '##دم', '##ه', '.', 'الغرف', '##ه', 'اعطيت', 'غير', 'المحج', '##وز', '##ه']","['فرش', 'الغرف', 'ونظ', '##افت', '##ها', 'لاي', '##رت', '##قي', 'للمط', '##لوب', 'والخ', '##دم', '##ه', '.', 'الغرف', '##ه', 'التي', 'اعطيت', 'لي', 'غير', 'المحج', '##وز', '##ه']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",2,fear,fear
"['O', 'O', 'B', 'I']",ضعيف . كل شي,كل شي,جملة اسمية (مبتدأ و مضاف اليه),"['كل', 'شي']","['ضعيف', '.', 'كل', 'شي']","['ضعيف', '.', 'كل', 'شي']","['كل', 'شي']","['O', 'O', 'B', 'I']","['ضعيف ,fear']",2,fear,fear
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",أكثر مادفعني لقراءه هذا الكتاب هو الفضول . وبعد قراءتي له وجدته كتاب صعب عميق ليس بالممتع ويحتاج لتركيز عالي لفهمه,كتاب صعب عميق ليس بالممتع ويحتاج لتركيز عالي لفهمه,جملة اسمية  / جملة فعلية ,"['كتاب', 'صعب', 'عميق', 'ليس', 'بالممتع', 'ويحتاج', 'لتركيز', 'عالي', 'لفهمه']","['أكثر', 'مادفعني', 'لقراءه', 'هذا', 'الكتاب', 'هو', 'الفضول', '.', 'وبعد', 'قراءتي', 'له', 'وجدته', 'كتاب', 'صعب', 'عميق', 'ليس', 'بالممتع', 'ويحتاج', 'لتركيز', 'عالي', 'لفهمه']","['اكثر', 'ماد', '##فع', '##ني', 'لق', '##راء', '##ه', 'هذا', 'الكتاب', 'هو', 'الفض', '##ول', '.', 'وبعد', 'قراء', '##تي', 'له', 'وجدت', '##ه', 'كتاب', 'صعب', 'عميق', 'ليس', 'بالم', '##متع', 'ويحتاج', 'لترك', '##يز', 'عالي', 'لفهم', '##ه']","['كتاب', 'صعب', 'عميق', 'ليس', 'بالم', '##متع', 'ويحتاج', 'لترك', '##يز', 'عالي', 'لفهم', '##ه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['صعب ,fear']",4,sadness,sadness
"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","من الصعب تقييم هذا الكتاب، ففيه العديد من النقائص والاختصار المخل، ولا يبدو لي أن ديورانت متمكن فعلا من بعض ما كتبه، بل إن طريقة كلامه في أجزاء جعلتني أحس بأنه يعيد صياغة ما قرأه من قبل بلغته الشخصية لا اكثر","ففيه العديد من النقائص والاختصار المخل، طريقة كلامه في أجزاء جعلتني أحس بأنه يعيد صياغة ما قرأه من قبل بلغته الشخصية لا اكثر",جملة اسمية  / جملة اسمية / اسم ان و خبرها,"['ففيه', 'العديد', 'من', 'النقائص', 'والاختصار', 'المخل،', 'طريقة', 'كلامه', 'في', 'أجزاء', 'جعلتني', 'أحس', 'بأنه', 'يعيد', 'صياغة', 'ما', 'قرأه', 'من', 'قبل', 'بلغته', 'الشخصية', 'لا', 'اكثر']","['من', 'الصعب', 'تقييم', 'هذا', 'الكتاب،', 'ففيه', 'العديد', 'من', 'النقائص', 'والاختصار', 'المخل،', 'ولا', 'يبدو', 'لي', 'أن', 'ديورانت', 'متمكن', 'فعلا', 'من', 'بعض', 'ما', 'كتبه،', 'بل', 'إن', 'طريقة', 'كلامه', 'في', 'أجزاء', 'جعلتني', 'أحس', 'بأنه', 'يعيد', 'صياغة', 'ما', 'قرأه', 'من', 'قبل', 'بلغته', 'الشخصية', 'لا', 'اكثر']","['من', 'الصعب', 'تقييم', 'هذا', 'الكتاب', '،', 'ففيه', 'العديد', 'من', 'النق', '##ايص', 'والاخت', '##صار', 'المخل', '،', 'ولا', 'يبدو', 'لي', 'ان', 'ديو', '##ران', '##ت', 'متم', '##كن', 'فعلا', 'من', 'بعض', 'ما', 'كتبه', '،', 'بل', 'ان', 'طريقة', 'كلامه', 'في', 'اجزاء', 'جعلت', '##ني', 'احس', 'بانه', 'يعيد', 'صياغة', 'ما', 'قرا', '##ه', 'من', 'قبل', 'بلغت', '##ه', 'الشخصية', 'لا', 'اكثر']","['ففيه', 'العديد', 'من', 'النق', '##ايص', 'والاخت', '##صار', 'المخل', '،', 'طريقة', 'كلامه', 'في', 'اجزاء', 'جعلت', '##ني', 'احس', 'بانه', 'يعيد', 'صياغة', 'ما', 'قرا', '##ه', 'من', 'قبل', 'بلغت', '##ه', 'الشخصية', 'لا', 'اكثر']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'O', 'I', 'O', 'I', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['الصعب ,fear']",4,sadness,sadness
"['O', 'O', 'B', 'I', 'I', 'I', 'I']",ضعيف . الموقع ونظافة الفندق والتعامل فيه,الموقع ونظافة الفندق والتعامل فيه,جملة اسمية  (مبتدأ ) و معطوفات,"['الموقع', 'ونظافة', 'الفندق', 'والتعامل', 'فيه']","['ضعيف', '.', 'الموقع', 'ونظافة', 'الفندق', 'والتعامل', 'فيه']","['ضعيف', '.', 'الموقع', 'ونظ', '##افة', 'الفندق', 'والتعامل', 'فيه']","['الموقع', 'ونظ', '##افة', 'الفندق', 'والتعامل', 'فيه']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear']",4,sadness,sadness
"['O', 'O', 'B', 'I', 'O','O','O']",ضعيفة . مط وتطويل . تطويل ومط,مط وتطويل,جملة اسمية  (مبتدأ) و معطوف عليه ,"['مط', 'وتطويل']","['ضعيفة','.','مط', 'وتطويل', '.', 'تطويل', 'ومط']","['ضعيفة', '.', 'مط', 'وتط', '##ويل', '.', 'تط', '##ويل', 'ومط']","['مط', 'وتط', '##ويل']","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","['ضعيفة ,fear']",2,fear,fear
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","ضعيف جدا لا يتناسب مع المبلغ المدفوع . لا شيئ . اختلاف الاتفاق بين موقع بوكينج والفندق ، عدم استجابة موظفين الاستقبال لطلبات الزبون النت ضعيف جدا النظافة ضعيفة جدا التأخير بالاستجابة للطلبات مثال على ذلك التلفزون كان لا يعمل وبعد جهدا جهيد وطلبات متواصلة كان التأخير اكثر عن ساعات وكذلك النت الواي فاي . باختصار الفندق ضعيف جدا والقيمة مبالغ بها مقاسا مع الفنادق الاخرى ، مستوى الفندق لا يرقى للخمس نجوم بل لا يصل للنجمتين فقط ، الأثاث مستهلك جدا الحمامات يوجد بها تسرب ماء ........ كل شيئ ضعيف جدا","اختلاف الاتفاق بين موقع بوكينج والفندق ، عدم استجابة موظفين الاستقبال لطلبات الزبون النت ضعيف جدا النظافة ضعيفة جدا التأخير بالاستجابة للطلبات مثال على ذلك التلفزون كان لا يعمل وبعد جهدا جهيد وطلبات متواصلة كان التأخير اكثر عن ساعات وكذلك النت الواي فاي . والقيمة مبالغ بها مقاسا مع الفنادق الاخرى ، الأثاث مستهلك جدا الحمامات يوجد بها تسرب ماء",جملة اسمية / جملة اسمية / جملة اسمية  /  جملة اسمية  /  جملة اسمية /  اسم كان و خبرها  /  جملة اسمية /  جملة اسمية /  جملة اسمية/  جملة اسمية,"['اختلاف', 'الاتفاق', 'بين', 'موقع', 'بوكينج', 'والفندق', '،', 'عدم', 'استجابة', 'موظفين', 'الاستقبال', 'لطلبات', 'الزبون', 'النت', 'ضعيف', 'جدا', 'النظافة', 'ضعيفة', 'جدا', 'التأخير', 'بالاستجابة', 'للطلبات', 'مثال', 'على', 'ذلك', 'التلفزون', 'كان', 'لا', 'يعمل', 'وبعد', 'جهدا', 'جهيد', 'وطلبات', 'متواصلة', 'كان', 'التأخير', 'اكثر', 'عن', 'ساعات', 'وكذلك', 'النت', 'الواي', 'فاي', '.', 'والقيمة', 'مبالغ', 'بها', 'مقاسا', 'مع', 'الفنادق', 'الاخرى', '،', 'الأثاث', 'مستهلك', 'جدا', 'الحمامات', 'يوجد', 'بها', 'تسرب', 'ماء']","['ضعيف', 'جدا', 'لا', 'يتناسب', 'مع', 'المبلغ', 'المدفوع', '.', 'لا', 'شيئ', '.', 'اختلاف', 'الاتفاق', 'بين', 'موقع', 'بوكينج', 'والفندق', '،', 'عدم', 'استجابة', 'موظفين', 'الاستقبال', 'لطلبات', 'الزبون', 'النت', 'ضعيف', 'جدا', 'النظافة', 'ضعيفة', 'جدا', 'التأخير', 'بالاستجابة', 'للطلبات', 'مثال', 'على', 'ذلك', 'التلفزون', 'كان', 'لا', 'يعمل', 'وبعد', 'جهدا', 'جهيد', 'وطلبات', 'متواصلة', 'كان', 'التأخير', 'اكثر', 'عن', 'ساعات', 'وكذلك', 'النت', 'الواي', 'فاي', '.', 'باختصار', 'الفندق', 'ضعيف', 'جدا', 'والقيمة', 'مبالغ', 'بها', 'مقاسا', 'مع', 'الفنادق', 'الاخرى', '،', 'مستوى', 'الفندق', 'لا', 'يرقى', 'للخمس', 'نجوم', 'بل', 'لا', 'يصل', 'للنجمتين', 'فقط', '،', 'الأثاث', 'مستهلك', 'جدا', 'الحمامات', 'يوجد', 'بها', 'تسرب', 'ماء', '........', 'كل', 'شيئ', 'ضعيف', 'جدا']","['ضعيف', 'جدا', 'لا', 'يتناسب', 'مع', 'المبلغ', 'المدف', '##وع', '.', 'لا', 'شيي', '.', 'اختلاف', 'الاتفاق', 'بين', 'موقع', 'بوك', '##ينج', 'والفن', '##دق', '،', 'عدم', 'استجابة', 'موظفين', 'الاستقبال', 'لطلبات', 'الزب', '##ون', 'النت', 'ضعيف', 'جدا', 'النظافة', 'ضعيفة', 'جدا', 'التاخير', 'بالاست', '##جابة', 'للط', '##لب', '##ات', 'مثال', 'على', 'ذلك', 'التلف', '##زون', 'كان', 'لا', 'يعمل', 'وبعد', 'جهدا', 'جه', '##يد', 'وطلبات', 'متواصلة', 'كان', 'التاخير', 'اكثر', 'عن', 'ساعات', 'وكذلك', 'النت', 'الوا', '##ي', 'فاي', '.', 'باختصار', 'الفندق', 'ضعيف', 'جدا', 'والقيم', '##ة', 'مبالغ', 'بها', 'مقاس', '##ا', 'مع', 'الفنادق', 'الاخرى', '،', 'مستوى', 'الفندق', 'لا', 'يرق', '##ى', 'للخ', '##مس', 'نجوم', 'بل', 'لا', 'يصل', 'للن', '##جم', '##تين', 'فقط', '،', 'الاثاث', 'مستهل', '##ك', 'جدا', 'الحمامات', 'يوجد', 'بها', 'تسرب', 'ماء', '.', '.', '.', '.', '.', '.', '.', '.', 'كل', 'شيي', 'ضعيف', 'جدا']","['اختلاف', 'الاتفاق', 'بين', 'موقع', 'بوك', '##ينج', 'والفن', '##دق', '،', 'عدم', 'استجابة', 'موظفين', 'الاستقبال', 'لطلبات', 'الزب', '##ون', 'النت', 'ضعيف', 'جدا', 'النظافة', 'ضعيفة', 'جدا', 'التاخير', 'بالاست', '##جابة', 'للط', '##لب', '##ات', 'مثال', 'على', 'ذلك', 'التلف', '##زون', 'كان', 'لا', 'يعمل', 'وبعد', 'جهدا', 'جه', '##يد', 'وطلبات', 'متواصلة', 'كان', 'التاخير', 'اكثر', 'عن', 'ساعات', 'وكذلك', 'النت', 'الوا', '##ي', 'فاي', '.', 'والقيم', '##ة', 'مبالغ', 'بها', 'مقاس', '##ا', 'مع', 'الفنادق', 'الاخرى', '،', 'الاثاث', 'مستهل', '##ك', 'جدا', 'الحمامات', 'يوجد', 'بها', 'تسرب', 'ماء']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ضعيف ,fear', 'ضعيف ,fear', 'ضعيفة ,fear', 'ضعيف ,fear', 'ضعيف ,fear']",2,fear,fear
